"word","count","nextWord","phrase"
"all of these",60,"these","all of"
"for a couple",60,"couple","for a"
"in a while",60,"while","in a"
"there is an",60,"an","there is"
"for those of",60,"of","for those"
"the past few",60,"few","the past"
"each of the",60,"the","each of"
"in the block",60,"block","in the"
"and you will",60,"will","and you"
"to believe that",60,"that","to believe"
"out of it",60,"it","out of"
"and at the",60,"the","and at"
"the need to",60,"to","the need"
"so i was",60,"was","so i"
"for most of",60,"of","for most"
"to do and",60,"and","to do"
"that we can",60,"can","that we"
"most of my",60,"my","most of"
"i felt like",60,"like","i felt"
"live in a",60,"a","live in"
"not want to",60,"to","not want"
"just wanted to",59,"to","just wanted"
"that i will",59,"will","that i"
"to write a",59,"a","to write"
"you don't know",59,"know","you don't"
"to come back",59,"back","to come"
"the edge of",59,"of","the edge"
"not in the",59,"the","not in"
"wait for the",59,"the","wait for"
"is a lot",59,"lot","is a"
"going to go",59,"go","going to"
"i'm not a",59,"a","i'm not"
"know what you",59,"you","know what"
"needless to say",59,"say","needless to"
"in high school",59,"school","in high"
"less than a",59,"a","less than"
"on and on",59,"on","on and"
"back on the",59,"the","back on"
"could be a",59,"a","could be"
"to live in",59,"in","to live"
"now i have",59,"have","now i"
"to the world",59,"world","to the"
"there are so",59,"so","there are"
"back into the",59,"the","back into"
"to become a",59,"a","to become"
"know that i",59,"i","know that"
"and try to",59,"to","and try"
"of their own",59,"own","of their"
"has not been",59,"been","has not"
"it's not a",59,"a","it's not"
"this is one",59,"one","this is"
"should not be",59,"be","should not"
"were able to",59,"to","were able"
"i do have",59,"have","i do"
"is just a",58,"a","is just"
"are trying to",58,"to","are trying"
"do the same",58,"same","do the"
"want to make",58,"make","want to"
"appears to be",58,"be","appears to"
"i know what",58,"what","i know"
"did you know",58,"know","did you"
"for at least",58,"least","for at"
"i hope to",58,"to","i hope"
"i will have",58,"have","i will"
"had a good",58,"good","had a"
"the federal government",58,"government","the federal"
"at the bottom",58,"bottom","at the"
"to tell me",58,"me","to tell"
"hope you have",58,"have","hope you"
"way to go",58,"go","way to"
"as i am",58,"am","as i"
"on the same",58,"same","on the"
"i am sure",58,"sure","i am"
"like to be",58,"be","like to"
"me in the",58,"the","me in"
"was supposed to",58,"to","was supposed"
"the second half",58,"half","the second"
"of the way",58,"way","of the"
"to one of",58,"of","to one"
"to know that",58,"that","to know"
"the life of",58,"of","the life"
"and there is",58,"is","and there"
"the first day",58,"day","the first"
"and they were",58,"were","and they"
"it seems to",57,"to","it seems"
"she is a",57,"a","she is"
"was a very",57,"very","was a"
"at least i",57,"i","at least"
"waiting for the",57,"the","waiting for"
"when i got",57,"got","when i"
"they have to",57,"to","they have"
"are looking for",57,"for","are looking"
"in the final",57,"final","in the"
"have you ever",57,"ever","have you"
"i think he",57,"he","i think"
"be part of",57,"of","be part"
"involved in the",57,"the","involved in"
"on the phone",57,"phone","on the"
"i think i'm",57,"i'm","i think"
"and had a",57,"a","and had"
"but i didn't",57,"didn't","but i"
"for the new",57,"new","for the"
"much of a",57,"a","much of"
"learn how to",57,"to","learn how"
"so i could",57,"could","so i"
"do you want",57,"want","do you"
"that it would",57,"would","that it"
"most of us",57,"us","most of"
"to be done",57,"done","to be"
"meant to be",57,"be","meant to"
"up in a",57,"a","up in"
"it is also",57,"also","it is"
"you can also",57,"also","you can"
"you know i",57,"i","you know"
"what i was",57,"was","what i"
"more than just",57,"just","more than"
"i didn't even",56,"even","i didn't"
"not the only",56,"only","not the"
"in your life",56,"life","in your"
"close to the",56,"the","close to"
"that is why",56,"why","that is"
"more likely to",56,"to","more likely"
"the spirit of",56,"of","the spirit"
"time of year",56,"year","time of"
"a lot to",56,"to","a lot"
"been in the",56,"the","been in"
"of a new",56,"new","of a"
"what i did",56,"did","what i"
"don't need to",56,"to","don't need"
"if you like",56,"like","if you"
"in the room",56,"room","in the"
"that have been",56,"been","that have"
"i am the",56,"the","i am"
"what they are",56,"are","what they"
"looking at the",56,"the","looking at"
"you have any",56,"any","you have"
"first time i",56,"i","first time"
"so much to",56,"to","so much"
"seem to have",56,"have","seem to"
"i didn't want",56,"want","i didn't"
"i don't really",56,"really","i don't"
"when we were",56,"were","when we"
"to meet you",55,"you","to meet"
"let you know",55,"know","let you"
"wanted to be",55,"be","wanted to"
"a trip to",55,"to","a trip"
"the role of",55,"of","the role"
"an effort to",55,"to","an effort"
"across the country",55,"country","across the"
"and i are",55,"are","and i"
"to the new",55,"new","to the"
"if i was",55,"was","if i"
"what happened to",55,"to","what happened"
"give me a",55,"a","give me"
"on my own",55,"own","on my"
"to go out",55,"out","to go"
"out how to",55,"to","out how"
"the los angeles",55,"angeles","the los"
"all sorts of",55,"of","all sorts"
"on the side",55,"side","on the"
"i still have",55,"have","i still"
"of the two",55,"two","of the"
"this is where",55,"where","this is"
"you are the",55,"the","you are"
"thing to do",55,"do","thing to"
"and a few",55,"few","and a"
"you in the",55,"the","you in"
"a few more",55,"more","a few"
"do not know",55,"know","do not"
"i can tell",55,"tell","i can"
"version of the",55,"the","version of"
"that in the",55,"the","that in"
"in charge of",55,"of","in charge"
"few years ago",55,"ago","few years"
"with a little",55,"little","with a"
"the idea that",55,"that","the idea"
"you get the",55,"the","you get"
"as i have",55,"have","as i"
"he wants to",54,"to","he wants"
"a great weekend",54,"weekend","a great"
"i'd love to",54,"to","i'd love"
"they have been",54,"been","they have"
"it is so",54,"so","it is"
"time for the",54,"the","time for"
"it must be",54,"be","it must"
"point of view",54,"view","point of"
"of the u.s",54,"u.s","of the"
"to put the",54,"the","to put"
"hope to see",54,"see","hope to"
"men and women",54,"women","men and"
"the way the",54,"the","the way"
"i had my",54,"my","i had"
"that she was",54,"was","that she"
"i get a",54,"a","i get"
"if they are",54,"are","if they"
"and i were",54,"were","and i"
"him in the",54,"the","him in"
"that would have",54,"have","that would"
"in the dark",54,"dark","in the"
"to have you",54,"you","to have"
"they need to",54,"to","they need"
"there are two",54,"two","there are"
"has always been",54,"been","has always"
"you can find",54,"find","you can"
"of the city",54,"city","of the"
"able to do",54,"do","able to"
"the world and",54,"and","the world"
"seemed to be",54,"be","seemed to"
"in their own",54,"own","in their"
"on the right",54,"right","on the"
"when they are",54,"are","when they"
"know what to",54,"to","know what"
"really want to",54,"to","really want"
"in fact the",54,"the","in fact"
"out of his",54,"his","out of"
"a whole lot",54,"lot","a whole"
"not sure what",53,"what","not sure"
"but i'm not",53,"not","but i'm"
"of the united",53,"united","of the"
"is about to",53,"to","is about"
"the next few",53,"few","the next"
"the head of",53,"of","the head"
"trying to find",53,"find","trying to"
"in the summer",53,"summer","in the"
"if i don't",53,"don't","if i"
"the st louis",53,"louis","the st"
"you can make",53,"make","you can"
"had no idea",53,"idea","had no"
"i woke up",53,"up","i woke"
"need to have",53,"have","need to"
"the one that",53,"that","the one"
"there is nothing",53,"nothing","there is"
"in my opinion",53,"opinion","in my"
"in a large",53,"large","in a"
"wish i had",53,"had","wish i"
"at this time",53,"time","at this"
"of the country",53,"country","of the"
"to go with",53,"with","to go"
"in such a",53,"a","in such"
"what i have",53,"have","what i"
"a hard time",53,"time","a hard"
"i should be",53,"be","i should"
"the first of",53,"of","the first"
"was not a",53,"a","was not"
"to make this",53,"this","to make"
"might have been",53,"been","might have"
"i'm not going",53,"going","i'm not"
"all kinds of",53,"of","all kinds"
"told me that",53,"that","told me"
"it turns out",53,"out","it turns"
"is a little",53,"little","is a"
"the form of",53,"of","the form"
"we can do",52,"do","we can"
"is there a",52,"a","is there"
"and i didn't",52,"didn't","and i"
"is all about",52,"about","is all"
"you going to",52,"to","you going"
"go to a",52,"a","go to"
"that i think",52,"think","that i"
"that if you",52,"you","that if"
"i made a",52,"a","i made"
"the time and",52,"and","the time"
"is full of",52,"of","is full"
"will be on",52,"on","will be"
"to give the",52,"the","to give"
"grew up in",52,"in","grew up"
"lot of time",52,"time","lot of"
"will have a",52,"a","will have"
"last night i",52,"i","last night"
"best way to",52,"to","best way"
"this year the",52,"the","this year"
"did not have",52,"have","did not"
"a total of",52,"of","a total"
"in the fall",52,"fall","in the"
"are on the",52,"the","are on"
"be the best",52,"best","be the"
"to be there",52,"there","to be"
"a few things",52,"things","a few"
"keep up with",52,"with","keep up"
"to give it",52,"it","to give"
"and most of",52,"of","and most"
"part of my",52,"my","part of"
"you do not",52,"not","you do"
"and his wife",51,"wife","and his"
"the way we",51,"we","the way"
"ready to go",51,"go","ready to"
"to keep up",51,"up","to keep"
"it's all about",51,"about","it's all"
"that could be",51,"be","that could"
"up for a",51,"a","up for"
"this time of",51,"of","this time"
"in los angeles",51,"angeles","in los"
"we all know",51,"know","we all"
"we don't have",51,"have","we don't"
"i don't even",51,"even","i don't"
"who has been",51,"been","who has"
"this has been",51,"been","this has"
"talk about the",51,"the","talk about"
"will always be",51,"be","will always"
"many of them",51,"them","many of"
"who want to",51,"to","who want"
"quite a bit",51,"bit","quite a"
"some of these",51,"these","some of"
"were in the",51,"the","were in"
"those who have",51,"have","those who"
"the case of",51,"of","the case"
"the past two",51,"two","the past"
"a copy of",51,"of","a copy"
"in an interview",51,"interview","in an"
"back and forth",51,"forth","back and"
"there is something",51,"something","there is"
"in the top",51,"top","in the"
"and i'm not",51,"not","and i'm"
"he is the",51,"the","he is"
"to share with",51,"with","to share"
"it does not",51,"not","it does"
"little bit of",51,"of","little bit"
"it in a",51,"a","it in"
"black and white",51,"white","black and"
"the purpose of",51,"of","the purpose"
"so i am",51,"am","so i"
"me on the",51,"the","me on"
"over to the",51,"the","over to"
"next to the",50,"the","next to"
"this is why",50,"why","this is"
"you had a",50,"a","you had"
"was in a",50,"a","was in"
"don't think i",50,"i","don't think"
"but i can't",50,"can't","but i"
"don't forget to",50,"to","don't forget"
"the quality of",50,"of","the quality"
"is based on",50,"on","is based"
"head of the",50,"the","head of"
"to come up",50,"up","to come"
"a very good",50,"good","a very"
"to win the",50,"the","to win"
"what is your",50,"your","what is"
"she was a",50,"a","she was"
"new york times",50,"times","new york"
"has been the",50,"the","has been"
"it was time",50,"time","it was"
"but i know",50,"know","but i"
"great way to",50,"to","great way"
"earlier this year",50,"year","earlier this"
